id,title,all_artists,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,speechiness
7i4JECMtz4SW9BSA4fEyrz,Hit The Lights,Selena Gomez & The Scene,2011-01-01,0.571,0.888,7,-3.947,1,0.113,0.0,0.303,0.554,129.956,194427,4,0.0585
2FGHFFgynjfteaVYzPnMqX,My Dilemma,Selena Gomez & The Scene,2011-01-01,0.621,0.861,6,-3.692,0,0.081,0.0,0.15,0.65,136.078,189853,4,0.0663
2rKN9RkdojXUhPkXDaahXu,Dices (Who Says - Spanish Version),Selena Gomez & The Scene,2011-01-01,0.66,0.927,4,-3.51,1,0.103,0.0,0.192,0.78,101.035,195707,4,0.0522
4JJKvhCGXZXdfvrFhcQHTe,Tell Me Something I Don't Know,Selena Gomez & The Scene,2010-01-01,0.709,0.934,7,-3.339,0,0.137,0.0,0.0593,0.913,145.057,175333,4,0.194
4rZlY0LrsoZG5kyksU7ZAi,Round & Round,Selena Gomez & The Scene,2010-01-01,0.543,0.685,10,-4.081,1,0.00255,0.0,0.558,0.486,127.996,185787,4,0.0672
3CJvmtWw2bJsudbAC5uCQk,Hands To Myself,Selena Gomez,2015-10-09,0.811,0.499,5,-7.161,0,0.0147,2.44e-06,0.342,0.466,111.016,200680,4,0.118
7pJgjBf82BrUQ3z7HdQvW1,The Heart Wants What It Wants,Selena Gomez,2014-11-21,0.619,0.786,7,-4.938,0,0.049,0.0,0.142,0.628,83.048,227360,4,0.0397
27DYCHLJYBhzhWreoNFRRU,Lintu,Diandra,2015-11-06,0.47,0.419,0,-5.835,0,0.602,0.000341,0.0895,0.143,92.102,255107,4,0.0265
2fTsFCKRFQ5M0igJgabnLA,Price Tag,B.o.B,2011-01-01,0.636,0.831,5,-3.945,1,0.0294,3.85e-06,0.272,0.668,175.015,223053,4,0.182
6qC8Jj1XOxknPm8N7EbzKX,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,2015-04-14,0.458,0.623,5,-7.109,1,0.322,5.08e-06,0.11,0.417,147.635,208666,4,0.0505
09DSxqiGQEyUxePNw7RBCw,Strong Ones (feat. Cimo Fränkel),Cimo Fränkel,2015-12-04,0.576,0.848,11,-5.347,1,0.0118,0.0,0.24,0.704,127.945,188693,4,0.0602
68vezH3cT6dVOABipmGZ9R,The Right Song,Natalie La Rose,2016-01-22,0.546,0.894,8,-3.56,1,0.459,0.000106,0.322,0.387,125.031,205440,4,0.0898
5wsskBPgW3pw876uCa9JX4,The Only Way Is Up,Tiësto,2015-05-18,0.613,0.739,1,-7.779,0,0.00322,0.856,0.0842,0.15,128.18,258440,4,0.031
2CAK2t1reUgPK6OMgAMURB,Wasted,Matthew Koma,2014-06-13,0.638,0.816,2,-5.503,1,0.00149,0.00115,0.195,0.386,112.014,190014,4,0.0308
7mgXoiJeBnKeYa3tq0wHMq,Run Wild (feat. Jake Reese) - Original Mix,Jake Reese,2016-03-11,0.486,0.906,4,-4.634,0,0.000767,0.000544,0.253,0.118,130.095,245538,4,0.055
1sDq5xK0N3DSlYv4ZrIUpS,Young Again (feat. Chris Jones),Chris Jones,2015-01-09,0.572,0.786,7,-4.497,1,0.0271,0.0,0.713,0.224,129.002,219535,4,0.0334
5zdAK2qS5hmE6WcCS2R1pJ,Everybody Is in the Place - Radio Edit,Hardwell,2014-04-21,0.609,0.989,2,-3.51,1,0.000434,0.219,0.0715,0.0358,130.046,171697,4,0.0867
7C5lS8rMwf4ny3LwDZWjyX,Dare You (feat. Matthew Koma) - Radio Edit,Matthew Koma,2013-11-22,0.457,0.89,9,-4.304,1,0.0165,0.0,0.0963,0.19,127.877,218440,4,0.0461
3FE6Xwjn3z8W3wlhIgpFUD,Apollo (feat. Amba Shepherd) - Radio Edit,Amba Shepherd,2013-04-29,0.558,0.734,6,-6.133,0,0.0159,0.0162,0.615,0.273,128.046,209773,4,0.0677
6IlplxuxU7jchU2e0I4mvW,Dream Bigger - Radio Edit,Axwell /\ Ingrosso,2016-04-29,0.64,0.909,2,-3.002,1,0.00687,4.33e-05,0.281,0.704,124.967,196800,4,0.145
1shDLpsNopiFi72lzxr7mI,On My Way,Sebastian Ingrosso,2015-03-12,0.642,0.828,0,-4.031,1,0.0679,6.8e-05,0.118,0.332,127.99,264787,4,0.0429
74utpX52vJYtwgmnTCC1Mh,Barricade - Radio Edit,Axwell,2016-03-04,0.736,0.966,7,-3.567,1,0.000642,0.0564,0.0921,0.0751,128.033,296250,4,0.0954
0zaaWhjBOtcxaTFvhL6znM,Louder - Radio Edit,VINAI,2015-02-13,0.567,0.992,1,-2.688,1,0.000465,0.00646,0.217,0.0999,128.023,153784,4,0.272
7HlbnpLx7dlvCZ449HfGzP,Louder - Extended Mix,VINAI,2015-02-13,0.624,0.994,8,-2.833,1,0.000176,0.266,0.0847,0.156,128.001,244233,4,0.176
10BTymGGrWHokwzbHlkDl2,Project T - Martin Garrix Edit,Sander van Doorn,2013-11-22,0.525,0.825,9,-7.131,0,0.0193,0.809,0.0962,0.196,127.963,187747,4,0.0372
54fgYLd9UtdPZVjx548Ver,Proxy,Martin Garrix,2014-07-01,0.667,0.695,7,-5.722,0,0.00856,0.865,0.197,0.292,128.052,277547,4,0.0334
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,Nickelback,2001-09-11,0.446,0.764,10,-5.042,1,0.00135,0.0,0.099,0.543,172.094,223840,4,0.033
2vBiZ7nBe0OqTZKWGP0s4K,Lullaby,Nickelback,2011-11-14,0.508,0.832,11,-4.395,1,0.000372,0.0,0.0859,0.404,136.004,228107,4,0.032
4CDoeHIz44HzXq3j6LkZq6,Bring Me To Life,Evanescence,2003,0.322,0.947,4,-3.173,0,0.00846,3.95e-06,0.238,0.269,189.994,237293,4,0.12
0HRshWRNAwQBROvxXqG3i9,Skinny Love,Birdy,2011-11-04,0.379,0.29,4,-8.485,1,0.952,0.00106,0.118,0.169,166.467,201080,4,0.051
6hrgeEo1WQOHVeF8QMv68S,Breathe Me,Sia,2005-01-01,0.544,0.63,0,-7.523,1,0.034,0.573,0.0961,0.202,120.064,274933,4,0.0335
3dJ1OgvUKWi46HcRF4hiSq,If I Die Young,The Band Perry,2010-01-01,0.597,0.497,4,-6.373,1,0.36,0.0,0.355,0.338,130.718,223333,4,0.0274
72iNjNcripCtyG8AZEPVBo,My Immortal,Evanescence,2003,0.251,0.333,9,-7.828,1,0.748,1.22e-05,0.0847,0.0691,97.195,273360,5,0.0336
1wfZKFKzBDRl1wTK7TvYQe,Lost It All,Black Veil Brides,2012-01-01,0.254,0.563,10,-7.495,0,0.0895,0.00221,0.195,0.0979,111.685,319947,4,0.0392
0rpIH5otu7ykvZPdcQuRPh,Chasing Cars,Snow Patrol,2006-01-01,0.556,0.595,9,-4.51,1,0.214,8.33e-05,0.125,0.144,104.001,266347,4,0.0275
5KmhARDh8FEU3Lj2UKYwqU,Monster (DotEXE Remix),Meg & Dia,2013-06-15,0.645,0.741,6,-5.42,0,0.288,4.04e-05,0.115,0.414,139.914,223269,4,0.0489
33MRgodHF7JRvfwc5G7kao,AnyTime,Don Diablo,2014-08-04,0.676,0.964,5,-2.078,0,0.0265,9.72e-05,0.379,0.49,125.951,187143,4,0.133
1FQH8LMIsRvS3rqDaBzVU4,Gravity - Radio Edit,Ian Everson,2014-11-10,0.501,0.655,7,-6.158,1,0.0476,0.0,0.411,0.325,127.844,179531,4,0.0807
6J1wLLb7VvjuUxH0dbjZOZ,Warrior - Radio Edit,Yetmir,2014-08-11,0.553,0.762,11,-3.687,1,0.39,1.36e-06,0.204,0.207,125.968,259636,4,0.0381
4OBvbFdZqUzKqmd5SVQpLX,Karjala takaisin (feat. Freeman),Freeman,2012-05-30,0.661,0.888,6,-5.09,0,0.119,0.0,0.0996,0.873,160.034,194667,4,0.104
6rQ9qJPvInEqSzlh89LsPJ,Coco Jamboo - Radio Version,Mr. President,1996,0.832,0.838,1,-5.414,0,0.0791,0.0,0.152,0.965,100.019,218733,4,0.0421
6DiwQjTwC4NOulyhpXghI7,Nää yöt ei anna armoo (feat. Cheek),Cheek,2016-11-04,0.469,0.885,11,-4.873,0,0.00107,0.0,0.367,0.33,154.765,210453,4,0.11
7EVk9tRb6beJLTHrg6AkY9,Tuesday (feat. Danelle Sandoval),Danelle Sandoval,2016-09-02,0.841,0.639,9,-6.052,0,0.0156,0.0654,0.0545,0.675,99.002,241875,4,0.0688
4rqR0yM2k41leqyErhNzTs,Beautiful,Kardinal Offishall,2008-01-01,0.742,0.948,0,-4.445,0,0.123,0.0,0.112,0.615,130.022,312987,4,0.0894
6ItkmsAMKvcab9ikCN1TBW,Ei Filtterii,Evelina,2016-10-28,0.581,0.765,1,-2.912,0,0.134,0.0,0.103,0.517,92.027,187664,4,0.118
5jXypD1EKG2pwhtFNJfywj,Blue (Da Ba Dee) - Sound of Legend Edit,Sound Of Legend,2016-09-30,0.576,0.98,7,-1.767,0,0.107,0.000618,0.175,0.233,128.014,178596,4,0.067
2IOvpCME5BWATj3KT1WPSD,Sex (With My Ex) - Radio Edit,Mon DJ,2013-10-04,0.976,0.92,10,-3.646,0,0.0152,0.0,0.331,0.913,128.037,184875,4,0.226
09uma8kvpf699ailOSlzds,Captain Jack - Short Mix,Captain Jack,1995-11-17,0.667,0.999,1,-4.375,0,0.0726,4.15e-05,0.238,0.566,149.875,248533,4,0.0828
2N2vT7prULYdnOeqA0XBDy,Ikuinen Virta,Indica,2004-01-11,0.516,0.714,11,-7.124,1,0.000457,0.0226,0.397,0.719,156.041,255693,4,0.0379
6nw6HDH049R7j7JArouHn3,Panisin,Duo,2012-05-21,0.742,0.584,8,-7.482,1,0.00156,6.74e-05,0.584,0.364,129.989,248627,4,0.0484
7L83K0Py6AOVBeGdFeghGr,Lämpöö,Redrama,2012-01-01,0.754,0.846,3,-4.388,1,0.114,0.0,0.0689,0.712,95.002,210453,4,0.169
5Mm4oeVBGi4iwwqFlZcQS0,Party (Papiidipaadi) (feat. Nikke Ankara),Nikke Ankara,2015-05-22,0.725,0.784,5,-4.674,0,0.0143,5.97e-06,0.297,0.69,139.986,220000,4,0.123
3UVRi8xiuMb0MtFIbemaAn,Peto on irti,Antti Tuisku,2015-05-22,0.679,0.866,0,-3.86,0,0.0984,0.0,0.139,0.75,127.966,213707,4,0.0889
7kqBN2NgRf263KYSvQkOTI,Sata salamaa (Vain elämää kausi 4),Antti Tuisku,2016-05-13,0.771,0.831,4,-5.642,1,0.0356,3.55e-05,0.163,0.585,127.87,186503,4,0.0709
6ztuJGgOU21itua35jvwlt,Ryyppy,STIG,2012-06-05,0.566,0.916,6,-8.076,0,0.00724,0.659,0.25,0.869,120.19,169507,4,0.0402
3l7cMWg2wBWNDoyAtG1Sll,Huomisen Huolia,Tasis,2016-10-12,0.777,0.764,0,-4.307,0,0.185,0.0,0.146,0.913,110.013,202582,4,0.138
6OmLK1wyUwf3v48rD8kVdZ,Levikset repee (feat. VilleGalle),VilleGalle,2013-04-19,0.827,0.801,5,-5.106,1,0.0713,0.0,0.0873,0.655,127.992,201627,4,0.0686
5HOpkTTVcmZHnthgyxrIL8,The Fox (What Does the Fox Say?),Ylvis,2013-09-02,0.703,0.867,6,-4.292,1,0.107,0.0,0.119,0.546,128.008,213708,4,0.0453
3OVLPcUPS0HbMeAeMP0jZ4,Dance (A$$) Remix,Nicki Minaj,2011-01-01,0.821,0.721,11,-6.807,0,0.0263,0.000661,0.215,0.698,79.949,220347,4,0.292
3i2YzgregUTKDAPVHz6rBM,Big Bang (2015 Life In Color Anthem) - Radio Edit,SOLANO,2015-04-27,0.637,0.906,5,-5.379,0,0.000404,0.766,0.135,0.351,128.002,190430,4,0.0426
3tvWMBIblzT5FSjKtIeRR1,Whatever You Like,T.I.,2008-09-08,0.68,0.687,9,-6.162,0,0.0161,0.0,0.261,0.467,150.053,249533,4,0.0709
0RIHDrcRAXtUlnkvTYPW1a,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,2010-02-09,0.55,0.779,0,-3.841,1,0.0135,0.0,0.333,0.315,150.069,230281,4,0.211
2ASx7GNCypmXa7IiKILPwh,Burn,DallasK,2014-10-06,0.757,0.885,7,-5.109,0,0.000921,0.919,0.0484,0.258,128.009,225000,4,0.146
16GHcGtW9Io7AuVdNmTjv3,Live Your Life - feat. Rihanna,Rihanna,2008-09-08,0.375,0.862,11,-3.363,0,0.071,0.0,0.211,0.478,159.841,338853,4,0.255
5EYLK6LNWY4XsxWc1Hns6u,Big Bang - Bass Modulators Radio Edit,Bass Modulators,2014-07-07,0.587,0.976,5,-4.05,0,0.0109,0.944,0.127,0.211,149.956,247467,4,0.0553
4c7mwtU8HGuLUVqRX5HU7F,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",Kendrick Lamar,2012-10-24,0.854,0.703,1,-7.127,1,0.0173,2.4e-06,0.109,0.681,95.957,237187,4,0.285
1MB60Ingbxmdukc2wq8b2G,Hookah,Qulinez,2015-07-20,0.551,0.928,4,-4.076,0,0.0135,0.405,0.383,0.115,127.969,178125,4,0.0749
2DxViRCaF81Qe8xGyqUnlk,The Moment (Novell),Nicky Romero,2016-06-17,0.528,0.563,3,-6.077,0,0.0625,0.0,0.305,0.197,125.99,200791,4,0.0318
0k6HUzaRHpQ3eEWr1C7Esh,Ms. New Booty,Mr. Collipark,2005-01-01,0.64,0.62,1,-5.931,1,0.016,0.0,0.0831,0.609,129.37,252653,5,0.416
2rizacJSyD9S1IQUxUxnsK,All We Know,Phoebe Ryan,2016-09-29,0.662,0.586,0,-8.821,1,0.097,0.00272,0.115,0.296,90.0,194080,4,0.0307
7LjiYnwicHBZw0m7KSAggS,Monopoly,CADE,2016-08-29,0.5,0.612,5,-7.099,1,0.123,2.12e-05,0.195,0.428,94.974,206256,4,0.0348
7gp7td7ibvNr94JW1VIQiW,Kiinni Jäit,Mikael Gabriel,2014-01-01,0.694,0.939,11,-2.225,0,0.142,0.0,0.369,0.848,132.991,222680,4,0.0601
0fUjQgvpUFh6SdW5SWjJ7X,Tg 2016,ODEE,2016-03-25,0.769,0.746,9,-6.421,0,0.035,0.0148,0.176,0.141,128.047,194454,4,0.0949
0S4ZwlOCBuevXhgyGYMqGW,Kuningatar,Kauniit & Uhkarohkeat,2016-02-03,0.361,0.698,11,-4.295,0,0.0201,0.0,0.253,0.526,128.227,227880,5,0.0597
17QAMdhDeJN1s36OjtaI5w,Pokka,Irina,2007-01-01,0.496,0.859,9,-5.013,0,0.00103,4.14e-05,0.188,0.571,145.996,251587,4,0.033
6zz5ECwOCyGNsm7QWXpnXF,Oothan tässä vielä huomenna,Johanna Kurkela,2012-01-01,0.393,0.406,0,-10.21,1,0.405,0.0,0.163,0.136,167.391,241707,4,0.0436
4J8NOZRQ4L1ZYGCdn7jrvK,Bandida,Seksikäs-Suklaa,2016-05-13,0.857,0.827,11,-5.781,0,0.0732,0.0,0.0964,0.777,97.975,200969,4,0.0797
56uFn2tOlveD7g2QwkpHOd,Boombidibyebye,Ivone Cerdan,2016-07-01,0.777,0.833,1,-5.623,1,0.222,0.0,0.0694,0.43,97.967,216238,4,0.142
4Wb34EXk4mQ4CDcZ1hHRpz,Justin (feat. Daniel Okas),Daniel Okas,2016-06-29,0.834,0.743,0,-2.805,1,0.117,0.0,0.0796,0.692,128.039,201311,4,0.0889
02XnQdf7sipaKBBHixz3Zp,Paparazzi,Lady Gaga,2008-01-01,0.762,0.692,5,-3.973,0,0.113,0.0,0.094,0.397,114.906,208307,4,0.0438
1FCQEg7wOK9IIBuxx63krr,And We Danced (feat. Ziggy Stardust),Macklemore,2010-01-05,0.758,0.677,5,-6.598,1,0.456,0.0,0.0954,0.713,124.998,246213,4,0.0782
0YdcjSwXRXuGOkIW5sjJWE,The One That Got Away,B.o.B,2011-01-01,0.722,0.862,4,-3.27,1,0.0118,0.0,0.081,0.634,133.988,262000,4,0.0415
3U1TuSqHIubBA10cVP7Sk6,I Think I'm In Love,Kat Dahlia,2015-01-09,0.632,0.638,7,-6.731,1,0.137,0.0,0.125,0.574,121.868,202667,3,0.0505
7Cj2tT0m2SBeIO1PsGfk8A,Grenade - Acoustic,Bruno Mars,2011-02-08,0.639,0.393,2,-6.314,0,0.819,0.0,0.0891,0.363,97.917,249535,4,0.0309
10fT3GtVbBcTOzJJAUBztT,Paljon onnea vaan,Tuuli,2012-08-14,0.755,0.85,2,-6.093,0,0.278,0.0,0.0564,0.713,94.017,190320,4,0.0805
1b0TSuo18PvR6sKvVXMjB2,Poikii On,Ella Lymi,2016-08-31,0.66,0.625,0,-7.449,1,0.632,0.000477,0.112,0.443,129.665,242324,4,0.0317
41yPlVj1ss9kMx8LSd9f1p,Elän sut uudestaan,PistePiste,2013-08-19,0.629,0.723,7,-8.401,1,0.0708,0.0,0.247,0.577,109.953,225067,4,0.028
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,Kimbra,2011-01-01,0.865,0.521,0,-6.932,1,0.548,0.000115,0.0989,0.748,129.059,244885,4,0.0371
4Q2NmwglThBlCFe5lGZOim,SUSHI,JVG,2016-06-28,0.58,0.863,2,-3.716,1,0.0725,0.0,0.123,0.393,79.927,231113,4,0.0659
2zW03eKjbyjZyNuPqZRoKw,Mitä mä teen (feat. JVG),JVG,2016-08-12,0.663,0.656,1,-4.765,1,0.326,2.06e-06,0.418,0.597,99.959,214203,4,0.0322
5gXkX96i9IMtn7wEfUibIx,Muistikuvien Vanki,Keko Salata,2016-07-25,0.799,0.832,1,-4.434,1,0.279,0.0,0.0969,0.663,99.991,197152,4,0.164
7g5M2rzDUPoFv4JAZAyJR7,Pisamat,Nikke Ankara,2016-11-25,0.7,0.871,1,-4.09,1,0.0605,0.0,0.308,0.632,93.949,199181,4,0.129
7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),Lil Yachty,2016-10-21,0.886,0.525,8,-7.39,1,0.236,0.0,0.057,0.708,145.99,225205,4,0.131
24kGngQeXHt0uhffKpq0zj,Don't Cha,Busta Rhymes,2005-01-01,0.875,0.631,1,-3.475,1,0.00542,2.54e-06,0.127,0.549,120.002,272080,4,0.099
6cj8s9tWTahcd0XmnM2tVj,Right Now (Na Na Na),Akon,2008-01-01,0.832,0.87,8,-4.2,0,0.269,0.0,0.415,0.577,137.998,240747,4,0.166
127uq83uGFapbddqiMUKky,Sexy Bitch (feat. Akon),Akon,2010-11-22,0.813,0.627,11,-5.018,0,0.0771,0.000616,0.131,0.801,130.011,195853,4,0.0486
5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,2011-03-29,0.684,0.834,2,-4.524,0,0.0646,0.0,0.271,0.538,164.02,217667,4,0.0675
7hqTqI883aj62BNSnQzmnH,Holiday (feat. Akon) - DJ Antoine vs Mad Mark 2k15 Club Mix,Akon,2015-07-17,0.734,0.892,1,-4.466,1,0.0125,0.00392,0.0409,0.392,125.994,320249,4,0.0423
7cvxrDu7VIhVSOFRNgPegv,Break Free,Zedd,2014-07-02,0.687,0.698,7,-5.29,0,0.0057,8.75e-05,0.253,0.316,129.954,214693,4,0.0468
3PiLfzEXHrvT1oJKR8PAJt,Bitches N Marijuana (feat. ScHoolboy Q),ScHoolboy Q,2015-02-24,0.559,0.535,3,-8.136,0,0.337,0.0,0.105,0.62,96.989,254693,4,0.274
1ShuJmtDsgCs8GvjsewYxi,Join Me - Razorblade Mix,HIM,2004,0.625,0.696,8,-6.908,0,0.0276,1.53e-05,0.127,0.606,113.809,216813,4,0.0325
75pZHMj4SHAzJf35kwAAkQ,Girl On Fire,Alicia Keys,2012-09-28,0.482,0.706,9,-5.762,1,0.135,0.00106,0.105,0.144,92.494,224920,4,0.0609
43OdYMY7yMgBW3n5W4QQD9,Move Your Body,Eiffel 65,1999,0.745,0.958,7,-9.664,1,0.0814,0.32,0.533,0.96,129.962,268864,4,0.0287
4Ei3y7xExqyxy5SV8ko9fn,Bad Boy - Radio Edit,Cascada,2006,0.666,0.978,11,-5.118,0,0.0149,0.0444,0.222,0.63,139.991,191843,4,0.0925
47xLbuUdmD03ATrke934S1,Freestyler,Bomfunk MC's,2000,0.822,0.922,11,-5.798,0,0.0291,0.325,0.252,0.568,163.826,306333,4,0.0989
1hwJKpe0BPUsq6UUrwBWTw,Boulevard of Broken Dreams,Green Day,2004,0.49,0.679,8,-3.68,1,0.00394,1.54e-05,0.0383,0.506,167.046,261267,4,0.0309
0tgnTzjIkj8mVVEh0SNH0t,Secrets,OneRepublic,2009,0.516,0.762,2,-6.224,1,0.0734,0.0,0.116,0.382,148.018,224680,4,0.0361
3ZfMci7n6qk9nRodX8BfIb,Girl Gone Wild,Madonna,2012-01-01,0.697,0.598,8,-5.883,0,0.0331,5.98e-06,0.318,0.606,131.967,223067,4,0.0708
0QXtw4rDLQtpzqPS4uJbZJ,Give Me All Your Luvin',M.I.A.,2012-01-01,0.68,0.885,11,-4.345,1,0.00563,0.000756,0.379,0.877,144.998,202760,4,0.0382
2iCf3YOXffq3fCZyIwliPR,La La La,LMFAO,2009-01-01,0.606,0.819,0,-6.554,0,0.00645,1.15e-06,0.279,0.587,128.028,210560,4,0.128
2epGMZt9GFdH1etwMbQcFm,Beez In The Trap,2 Chainz,2012-01-01,0.814,0.782,9,-6.005,1,0.0227,0.00167,0.0956,0.683,150.011,268480,4,0.218
7GsYM767NTEiUFjq00tspw,Dressin' Up,Katy Perry,2012-03-12,0.715,0.783,7,-6.146,1,0.0201,0.000684,0.104,0.459,141.558,223560,4,0.0785
1dG3YWhLiTyFfTJyT2DanJ,LaserLight,David Guetta,2011-01-01,0.796,0.784,11,-3.713,1,0.147,5.27e-06,0.105,0.818,127.507,211947,4,0.061
1qlL4U9ofYv2FMApQUHup9,Rakkaudesta laulu,Maisa,2011-12-23,0.551,0.67,9,-8.646,1,0.131,0.0,0.145,0.385,121.996,238033,4,0.0288
5WkUEAGya6TGeC5U0HDa80,Radioactive,Rita Ora,2012-08-27,0.647,0.874,10,-2.057,0,0.0187,0.000173,0.27,0.543,125.026,251227,4,0.0462
1i7gybd4iuAm3dSzktiCDN,Finally Found You,Sammy Adams,2012-01-01,0.622,0.884,4,-4.812,1,0.0113,0.0,0.349,0.627,127.95,220933,4,0.0895
2eqKGlnRKjuFdQZUGbScJ9,Miracle,Hurts,2013-03-10,0.395,0.826,2,-2.985,0,0.0282,6.39e-06,0.328,0.405,85.004,224853,4,0.0348
2ngP9Hye3TKGTAMQTd7i5c,B-e-a-utiful,Megan Nicole,2012-01-01,0.358,0.688,0,-4.673,1,0.184,0.0,0.259,0.714,77.479,212653,4,0.128
5gtxA9KghGzVBtWeADNy14,"Driving Around (feat. Pitbull, David Rush & Vein)",Vein,2013-07-08,0.742,0.928,9,-3.613,1,0.0432,0.0,0.318,0.724,130.003,210533,4,0.052
3lGL219tz1Cjy5Zeno5T7m,Ode to the Bouncer,Studio Killers,2013-06-04,0.644,0.975,11,-3.379,1,0.0417,0.000316,0.0869,0.868,122.99,206918,4,0.0512
7lgA34nFXxjqQgyLkPUcLv,Jenny (I Wanna Ruin Our Friendship),Studio Killers,2013-06-04,0.668,0.799,11,-5.701,1,0.00305,0.0148,0.277,0.563,133.929,215280,4,0.0333
4UXrcA0aP09rQh0eCwn5hx,Live It Up,Pitbull,2013-01-01,0.694,0.723,6,-5.107,1,0.0156,0.0,0.333,0.653,127.988,243787,4,0.187
3f2UEozQvFOzeBojmaqnY9,Wild,Big Sean,2013-01-01,0.78,0.879,11,-5.472,0,0.00228,8.5e-05,0.17,0.594,129.008,223253,4,0.16
6AviHKu3ydzAePBmzEi62v,Popular Song,Ariana Grande,2013-01-01,0.666,0.81,8,-4.574,1,0.152,0.0,0.0613,0.811,99.023,200213,4,0.0458
0oPDjsyEtvBfescdyJcWYt,How Ya Doin'? (feat. Missy Elliott),Missy Elliott,2013-04-04,0.359,0.95,10,-3.49,0,0.09,0.0,0.371,0.51,200.617,211173,4,0.476
3UrNOHCzVxX2KZbNcKQAyu,High School,Lil Wayne,2012-01-01,0.531,0.683,1,-4.093,0,0.135,0.00265,0.22,0.212,84.817,218747,4,0.333
2KCfVhgzNGJWnvZ01W4c4o,Dancing With Tears In My Eyes,Kesha,2010-11-19,0.619,0.924,7,-3.208,1,0.0103,2.75e-05,0.296,0.642,120.021,209240,4,0.0978
56ZDcszhe1eCeghso93fXP,Sunshine,Matisyahu,2012,0.691,0.791,0,-3.747,1,0.00654,0.0,0.0729,0.793,100.044,213080,4,0.0613
1SLfor1HGQcQmUfQj0X685,DJ Got Us Fallin' In Love (feat. Pitbull),Pitbull,2012-09-07,0.63,0.819,7,-5.629,0,0.029,0.0,0.084,0.665,119.954,220600,4,0.131
0vvG0VEN6l2fbIEUtq3mQD,American Girl,Bonnie McKee,2013-07-23,0.66,0.816,0,-4.332,0,0.00976,1.87e-05,0.59,0.66,127.97,224107,4,0.0344
3nenYQpz28iHiuS1loQ4Xz,Saturnus,Illi,2016-11-24,0.741,0.79,10,-4.415,1,0.0835,0.0,0.235,0.412,120.071,225431,4,0.107
666ukYl1jDeTAGg7AwfS5L,Eat Sleep Rave Repeat (feat. Beardyman) - Dimitri Vegas & Like Mike vs. Ummet Ozcan Tomorrowland Radio Edit,Beardyman,2014-01-31,0.449,0.898,7,-4.126,1,0.0629,0.204,0.146,0.181,129.984,199387,4,0.0835
66qlqxhEMpSHOzjRK4il0b,Castle on the Hill,Ed Sheeran,2017-01-06,0.461,0.834,2,-4.868,1,0.0232,1.14e-05,0.14,0.471,135.007,261154,4,0.0989
3bCuspxImskpiHF3udYdFI,Loistat Pimeäs,Mikael Gabriel,2016-12-22,0.559,0.767,9,-5.89,0,0.00902,0.0,0.232,0.609,135.081,208402,4,0.0395
0FE9t6xYkqWXU2ahLh6D8X,Shape of You,Ed Sheeran,2017-01-06,0.825,0.652,1,-3.183,0,0.581,0.0,0.0931,0.931,95.977,233713,4,0.0802
40UroIGvsMPLPBYwH8rMNA,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Jasmine Thompson,2016-09-30,0.779,0.671,9,-5.829,1,0.153,1.12e-05,0.115,0.718,104.953,177095,4,0.0814
4cSR8iebRqGXHFHo7lHIpm,Believer,Showtek,2016-09-30,0.596,0.905,8,-3.438,0,0.0743,0.00168,0.129,0.692,144.981,223469,4,0.0515
53nNxpVCDUwblGyAazoSS8,Mixet Tahdo,Pyhimys,2017-01-13,0.849,0.699,1,-6.385,1,0.232,0.0,0.0498,0.511,104.99,197555,4,0.075
1a5Yu5L18qNxVhXx38njON,Hear Me Now,Zeeba,2016-01-01,0.788,0.43,11,-7.757,1,0.537,0.00261,0.0936,0.461,121.996,192846,4,0.0419
15vzANxN8G9wWfwAJLLMCg,Paris,The Chainsmokers,2017-01-13,0.646,0.644,2,-6.763,1,0.0243,0.0,0.0888,0.251,99.999,221520,4,0.031
64x57KuX1J4TLrdWjkpdqt,Vidorra,Tungevaag,2014-11-28,0.619,0.765,9,-7.424,0,0.0324,0.000254,0.248,0.754,127.998,219385,4,0.0306
0njrmvVVWIrcEXkUA4MOO7,Springfield,ItaloBrothers,2015-04-24,0.754,0.838,6,-2.98,0,0.00634,0.0,0.0644,0.118,127.983,178570,4,0.0647
45Hsbni3CutyzdVm7QO9F2,Habits (Stay High) - Oliver Nelson Remix,Oliver Nelson,2014-03-03,0.78,0.785,0,-4.3,0,0.0346,0.0127,0.157,0.49,116.007,252093,4,0.0746
3uoQULcUWfnt6nc6J7Vgai,Your Love Is My Drug,Kesha,2010,0.829,0.627,1,-3.928,1,0.00663,0.0,0.0939,0.72,120.048,187133,4,0.0759
